epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,531.221,1.83983,2.18195,1.90841,0.48805,0.31481,0.27584,0.11607,2.10917,2.29847,2.20217,0.000479644,0.000479644,0.000479644
28,550.899,1.86504,2.16885,1.93604,0.33895,0.33333,0.27395,0.101,2.1251,2.3107,2.21499,0.000478072,0.000478072,0.000478072
29,570.637,1.85102,2.12024,1.91412,0.40116,0.38272,0.29817,0.1377,2.02508,2.27581,2.13568,0.000476445,0.000476445,0.000476445
30,590.416,1.81646,2.10603,1.9308,0.43167,0.33951,0.30024,0.12005,2.09564,2.24679,2.19806,0.000474762,0.000474762,0.000474762
31,609.999,1.83111,2.0823,1.93659,0.41443,0.27778,0.26086,0.10965,1.99026,2.39787,2.19759,0.000473024,0.000473024,0.000473024
32,629.482,1.76836,2.07546,1.89597,0.31328,0.37654,0.29198,0.1196,2.00565,2.38671,2.15426,0.000471232,0.000471232,0.000471232
33,649.038,1.81719,2.12487,1.93775,0.53104,0.30247,0.30408,0.11475,1.98288,2.37075,2.19354,0.000469386,0.000469386,0.000469386
34,668.542,1.83261,2.08075,1.94955,0.42833,0.33951,0.29363,0.11948,2.02147,2.31675,2.19256,0.000467486,0.000467486,0.000467486
35,688.043,1.82187,2.0846,1.93461,0.3898,0.37037,0.29052,0.12045,2.00838,2.31311,2.18186,0.000465534,0.000465534,0.000465534
36,707.467,1.78767,2.07565,1.89897,0.57553,0.25926,0.29769,0.1182,2.06863,2.25364,2.1925,0.000463528,0.000463528,0.000463528
37,727.249,1.81753,2.12096,1.88913,0.33923,0.32007,0.2579,0.1013,2.06178,2.33521,2.18739,0.000461471,0.000461471,0.000461471
38,747.103,1.75833,2.00719,1.85269,0.40596,0.30864,0.29601,0.13024,2.06487,2.36733,2.19307,0.000459362,0.000459362,0.000459362
39,766.736,1.74675,1.99163,1.85235,0.50726,0.31481,0.32024,0.14278,1.98914,2.31044,2.11862,0.000457202,0.000457202,0.000457202
40,786.532,1.80075,2.0658,1.92022,0.31282,0.39506,0.29957,0.11645,2.02944,2.35997,2.19912,0.000454992,0.000454992,0.000454992
41,806.125,1.82292,2.07701,1.8809,0.48118,0.2963,0.2705,0.10243,2.05966,2.29188,2.21846,0.000452732,0.000452732,0.000452732
42,825.775,1.79726,2.09467,1.90703,0.39144,0.29012,0.26934,0.12052,2.00841,2.30897,2.18978,0.000450422,0.000450422,0.000450422
43,845.196,1.77824,2.00885,1.88671,0.32953,0.33333,0.24359,0.10667,2.09445,2.30103,2.19135,0.000448063,0.000448063,0.000448063
44,864.603,1.78382,2.05689,1.90209,0.55596,0.28395,0.30885,0.12554,2.00578,2.26972,2.1656,0.000445657,0.000445657,0.000445657
45,883.963,1.77494,1.95717,1.89523,0.41264,0.34568,0.30721,0.12673,1.97233,2.34922,2.19353,0.000443202,0.000443202,0.000443202
46,904.558,1.73919,1.96678,1.8746,0.47206,0.38272,0.34196,0.14709,1.97289,2.27882,2.18714,0.0004407,0.0004407,0.0004407
47,924.645,1.72816,1.96848,1.8623,0.53376,0.33951,0.32699,0.14339,1.9829,2.32258,2.19349,0.000438152,0.000438152,0.000438152
48,944.421,1.7686,2.00123,1.89585,0.42502,0.32099,0.28702,0.12527,2.01769,2.26158,2.19551,0.000435559,0.000435559,0.000435559
49,964.273,1.70639,1.92838,1.85618,0.47033,0.37654,0.3452,0.14431,2.01749,2.18967,2.15576,0.00043292,0.00043292,0.00043292
50,984.113,1.74407,1.92828,1.86487,0.44594,0.3642,0.33434,0.14096,2.0618,2.26957,2.21564,0.000430236,0.000430236,0.000430236
51,1004.01,1.72619,1.99048,1.88837,0.45288,0.42593,0.3624,0.14842,2.03284,2.13532,2.16157,0.000427509,0.000427509,0.000427509
52,1024.11,1.70984,1.92984,1.85655,0.50483,0.37654,0.33689,0.14273,1.97983,2.22155,2.15809,0.000424738,0.000424738,0.000424738
53,1048.45,1.76531,1.93283,1.83086,0.43271,0.38889,0.3264,0.13331,2.06316,2.16655,2.18218,0.000421925,0.000421925,0.000421925
54,1073.93,1.70854,1.89872,1.82642,0.48586,0.35802,0.33651,0.1323,2.07058,2.14482,2.18269,0.000419071,0.000419071,0.000419071
55,1101.47,1.70709,1.93376,1.83004,0.46208,0.3642,0.35179,0.15656,2.04796,2.11593,2.17602,0.000416175,0.000416175,0.000416175
56,1121.38,1.67815,1.88926,1.82921,0.44823,0.37654,0.32786,0.14587,2.01768,2.25458,2.16962,0.000413238,0.000413238,0.000413238
57,1141.26,1.74517,1.93898,1.84368,0.45466,0.31909,0.33406,0.15062,2.03423,2.26145,2.19224,0.000410262,0.000410262,0.000410262
58,1161.24,1.71905,1.8772,1.82845,0.5482,0.30247,0.32718,0.14943,1.99029,2.26111,2.16793,0.000407248,0.000407248,0.000407248
59,1181.03,1.62564,1.87323,1.79889,0.56218,0.31481,0.34862,0.16466,1.96456,2.17946,2.09968,0.000404194,0.000404194,0.000404194
60,1201.04,1.70478,1.88949,1.83199,0.45511,0.35185,0.33541,0.16458,1.98128,2.13917,2.13762,0.000401104,0.000401104,0.000401104
61,1221.01,1.68805,1.90234,1.83768,0.51603,0.30276,0.32489,0.14088,1.99241,2.16994,2.1482,0.000397977,0.000397977,0.000397977
62,1240.88,1.65868,1.85816,1.8107,0.56352,0.35185,0.32298,0.13558,1.96986,2.22166,2.13403,0.000394814,0.000394814,0.000394814
63,1260.99,1.66527,1.87132,1.80551,0.46073,0.35802,0.32656,0.15515,1.95967,2.22307,2.13405,0.000391616,0.000391616,0.000391616
64,1282.01,1.64165,1.78201,1.76347,0.4829,0.40123,0.35,0.15566,1.99485,2.15326,2.16723,0.000388383,0.000388383,0.000388383
65,1303.42,1.63983,1.80347,1.79247,0.50127,0.31481,0.31106,0.15131,1.95342,2.35105,2.19879,0.000385117,0.000385117,0.000385117
66,1323.6,1.68855,1.81778,1.83949,0.46528,0.32099,0.3117,0.13471,1.9543,2.34924,2.18623,0.000381818,0.000381818,0.000381818
67,1343.25,1.63664,1.79158,1.78798,0.42431,0.44444,0.35632,0.14584,1.97185,2.24824,2.17016,0.000378488,0.000378488,0.000378488
68,1362.89,1.65478,1.81347,1.80452,0.40894,0.34568,0.31822,0.15075,1.97981,2.2438,2.17339,0.000375126,0.000375126,0.000375126
69,1382.6,1.63796,1.82097,1.77108,0.47198,0.41383,0.36579,0.15321,1.94069,2.19857,2.1292,0.000371734,0.000371734,0.000371734
70,1402.91,1.6746,1.85502,1.80267,0.5531,0.32716,0.3423,0.15813,1.911,2.16816,2.10316,0.000368313,0.000368313,0.000368313
71,1423.46,1.69833,1.8829,1.81117,0.52548,0.33951,0.33079,0.14833,1.97143,2.23706,2.16359,0.000364863,0.000364863,0.000364863
72,1444.37,1.59324,1.75523,1.76453,0.46862,0.38889,0.36708,0.16374,1.93441,2.14725,2.15093,0.000361385,0.000361385,0.000361385
73,1465.49,1.66518,1.77047,1.8013,0.47233,0.36469,0.35956,0.14636,2.03664,2.14654,2.17808,0.00035788,0.00035788,0.00035788
74,1486.15,1.65733,1.78261,1.80131,0.4483,0.3461,0.33581,0.14857,2.06209,2.15386,2.19395,0.00035435,0.00035435,0.00035435
75,1506.58,1.6479,1.76577,1.76676,0.4927,0.38889,0.36472,0.15582,2.04157,2.12859,2.14822,0.000350794,0.000350794,0.000350794
76,1527.13,1.61866,1.70251,1.75146,0.44053,0.37654,0.33888,0.15168,2.02375,2.22028,2.16819,0.000347214,0.000347214,0.000347214
77,1548.27,1.5877,1.65514,1.74575,0.45515,0.35582,0.34694,0.14768,2.04381,2.20981,2.20292,0.000343611,0.000343611,0.000343611
78,1570.36,1.6584,1.75968,1.80797,0.35795,0.39576,0.31385,0.14599,2.01958,2.16289,2.20152,0.000339985,0.000339985,0.000339985
79,1592.09,1.60968,1.71501,1.76001,0.42026,0.40741,0.37673,0.17031,2.04647,2.11824,2.20773,0.000336338,0.000336338,0.000336338
80,1613.97,1.56576,1.67605,1.74648,0.54697,0.35185,0.33663,0.15893,2.00195,2.2631,2.19936,0.00033267,0.00033267,0.00033267
81,1634.81,1.5962,1.72724,1.7613,0.4854,0.34568,0.32774,0.14666,2.02161,2.14801,2.19548,0.000328982,0.000328982,0.000328982
82,1655.79,1.58392,1.71257,1.76661,0.44918,0.40741,0.34168,0.14828,2.02157,2.13524,2.15983,0.000325275,0.000325275,0.000325275
83,1677.73,1.58673,1.67015,1.70904,0.40186,0.40123,0.29963,0.12847,2.01464,2.16968,2.14584,0.00032155,0.00032155,0.00032155
84,1701.02,1.59912,1.68457,1.7441,0.42662,0.38581,0.35634,0.15077,2.02083,2.05986,2.10927,0.000317809,0.000317809,0.000317809
85,1721.6,1.60519,1.61735,1.72557,0.62379,0.33777,0.371,0.15509,2.03974,2.07818,2.127,0.000314051,0.000314051,0.000314051
86,1743.81,1.62456,1.7158,1.76528,0.512,0.34974,0.35933,0.15764,2.0185,2.11906,2.16659,0.000310278,0.000310278,0.000310278
87,1764.52,1.59728,1.66296,1.74902,0.48646,0.37654,0.3367,0.13985,1.97458,2.22963,2.17323,0.00030649,0.00030649,0.00030649
88,1785.75,1.57455,1.7129,1.73796,0.51151,0.38889,0.38471,0.15931,1.97998,2.11638,2.19247,0.00030269,0.00030269,0.00030269
89,1808.32,1.61245,1.71221,1.77239,0.428,0.4321,0.38074,0.15092,2.07404,2.1772,2.25224,0.000298877,0.000298877,0.000298877
90,1829.42,1.55578,1.64148,1.7179,0.54342,0.39674,0.3661,0.16486,2.04852,2.09758,2.17437,0.000295052,0.000295052,0.000295052
91,1851.99,1.5692,1.77688,1.76278,0.51524,0.34568,0.35623,0.15888,2.04221,2.05955,2.14645,0.000291218,0.000291218,0.000291218
92,1874.69,1.56583,1.62794,1.72151,0.46361,0.40741,0.3885,0.16867,2.07134,1.99813,2.13403,0.000287373,0.000287373,0.000287373
93,1896.94,1.54386,1.61755,1.70662,0.4653,0.39214,0.34887,0.16523,2.06699,2.03986,2.15487,0.00028352,0.00028352,0.00028352
94,1919.08,1.47332,1.58169,1.67713,0.48581,0.38889,0.3388,0.16236,2.04166,2.14552,2.16257,0.000279659,0.000279659,0.000279659
95,1939.63,1.49705,1.55171,1.68908,0.47365,0.40741,0.35346,0.13748,2.12806,2.05231,2.26038,0.000275792,0.000275792,0.000275792
96,1960.51,1.4841,1.55586,1.66661,0.45672,0.3892,0.36145,0.14508,2.06092,2.06814,2.22314,0.000271919,0.000271919,0.000271919
97,1982.46,1.53109,1.64418,1.72167,0.47322,0.40741,0.36707,0.16166,1.93473,2.11422,2.12468,0.000268041,0.000268041,0.000268041
98,2009.35,1.49698,1.61701,1.70487,0.3997,0.45679,0.35984,0.16259,1.96435,2.07079,2.14116,0.000264159,0.000264159,0.000264159
99,2031.48,1.55043,1.61545,1.71517,0.53758,0.33951,0.34699,0.17227,1.93592,2.08337,2.15788,0.000260274,0.000260274,0.000260274
100,2053.97,1.51918,1.56544,1.69817,0.45831,0.39506,0.37111,0.18369,1.96953,2.02622,2.17697,0.000256388,0.000256388,0.000256388
101,2075.2,1.51389,1.5675,1.68226,0.51818,0.37037,0.3664,0.16372,2.02627,2.0661,2.19032,0.0002525,0.0002525,0.0002525
102,12515.6,1.51122,1.56698,1.70388,0.49279,0.41975,0.37707,0.1679,2.00532,2.12522,2.14937,0.000248612,0.000248612,0.000248612
103,12558.8,1.51034,1.51067,1.65558,0.51542,0.38889,0.38418,0.17303,1.9953,2.19622,2.13752,0.000244726,0.000244726,0.000244726
104,12585,1.49227,1.53633,1.66314,0.41881,0.38272,0.35265,0.1612,1.99625,2.22885,2.17047,0.000240841,0.000240841,0.000240841
105,12610.1,1.54779,1.56195,1.72011,0.41877,0.38889,0.35464,0.15851,2.00493,2.21669,2.2085,0.000236959,0.000236959,0.000236959
106,12637.1,1.523,1.57424,1.70527,0.44115,0.38889,0.3406,0.13855,2.06499,2.12005,2.22045,0.000233081,0.000233081,0.000233081
107,12664.8,1.42601,1.44714,1.63772,0.44065,0.38272,0.34481,0.15725,2.03306,2.14925,2.15591,0.000229208,0.000229208,0.000229208
108,12691.3,1.5243,1.55499,1.68378,0.57031,0.30247,0.34401,0.15164,2.04319,2.15958,2.20264,0.000225341,0.000225341,0.000225341
109,12719.8,1.45512,1.49929,1.63984,0.50056,0.33409,0.34356,0.15427,2.00496,2.16565,2.17171,0.00022148,0.00022148,0.00022148
110,12748,1.48266,1.47973,1.65235,0.47563,0.39506,0.34131,0.16237,2.03094,2.15458,2.19333,0.000217627,0.000217627,0.000217627
111,12775.9,1.44488,1.49665,1.64839,0.48811,0.40614,0.3642,0.16418,2.04858,2.04488,2.18992,0.000213782,0.000213782,0.000213782
112,12801.8,1.51816,1.51469,1.67188,0.50353,0.38889,0.38612,0.16925,2.04258,1.96871,2.15927,0.000209948,0.000209948,0.000209948
113,12827.2,1.52035,1.52068,1.69021,0.46888,0.37654,0.35532,0.16993,2.01119,2.03059,2.15362,0.000206123,0.000206123,0.000206123
114,12854.1,1.42324,1.43834,1.60701,0.5686,0.33951,0.34953,0.15448,2.06921,2.08415,2.20244,0.00020231,0.00020231,0.00020231
115,12881.6,1.51105,1.51422,1.68389,0.55362,0.33951,0.3601,0.15403,2.08952,1.98361,2.20877,0.00019851,0.00019851,0.00019851
116,12908.7,1.44839,1.44136,1.62155,0.53807,0.33951,0.34764,0.15043,2.08752,1.98594,2.22876,0.000194722,0.000194722,0.000194722
117,12928.5,1.46318,1.48916,1.64131,0.44633,0.37654,0.35883,0.17187,2.0161,1.99622,2.16607,0.000190949,0.000190949,0.000190949
118,12948.4,1.4307,1.41123,1.61464,0.45641,0.37836,0.35228,0.15784,2.02164,2.02452,2.18237,0.000187191,0.000187191,0.000187191
119,12968.3,1.42398,1.39111,1.62794,0.51027,0.40123,0.35462,0.16517,2.06229,2.0832,2.21454,0.00018345,0.00018345,0.00018345
120,12988.3,1.38457,1.36815,1.60175,0.58189,0.33506,0.35774,0.15619,2.02222,2.0779,2.18565,0.000179725,0.000179725,0.000179725
