epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,4878.94,0.4576,0.52494,0.01102,0.91671,0.85901,0.91752,0.84448,0.41966,0.49081,0.01592,0.000213782,0.000213782,0.000213782
35,5028.22,0.45633,0.51258,0.0109,0.91319,0.91658,0.94004,0.867,0.3941,0.4028,0.01502,0.000201042,0.000201042,0.000201042
36,5173.02,0.44656,0.5191,0.01072,0.94344,0.89218,0.92351,0.85509,0.40708,0.44118,0.01546,0.000188442,0.000188442,0.000188442
37,5315.76,0.43772,0.49981,0.01044,0.8952,0.89543,0.91466,0.84289,0.39936,0.49665,0.01525,0.000176018,0.000176018,0.000176018
38,5459.38,0.43279,0.47996,0.01024,0.92665,0.88538,0.92855,0.858,0.3969,0.41484,0.01485,0.000163804,0.000163804,0.000163804
39,5604.21,0.4274,0.46466,0.01016,0.90783,0.89515,0.92248,0.84004,0.43907,0.47478,0.01709,0.000151833,0.000151833,0.000151833
40,5751.39,0.42019,0.46165,0.00993,0.923,0.91301,0.93086,0.84736,0.40766,0.45201,0.01545,0.000140137,0.000140137,0.000140137
41,5898.28,0.41717,0.45613,0.00987,0.89753,0.88858,0.92786,0.85943,0.39659,0.4485,0.01504,0.00012875,0.00012875,0.00012875
42,6041.94,0.40644,0.45485,0.0097,0.91879,0.87959,0.92527,0.84631,0.41971,0.46737,0.01634,0.000117702,0.000117702,0.000117702
43,6186.57,0.40904,0.44798,0.00964,0.94087,0.88688,0.92339,0.85684,0.39208,0.43409,0.01492,0.000107023,0.000107023,0.000107023
44,6331.76,0.40711,0.43303,0.00951,0.91859,0.87391,0.92104,0.85236,0.38329,0.45811,0.01463,9.67432e-05,9.67432e-05,9.67432e-05
45,6477,0.39561,0.43403,0.00934,0.92992,0.88886,0.93247,0.86203,0.39835,0.42924,0.01519,8.68902e-05,8.68902e-05,8.68902e-05
46,6622.34,0.39205,0.41834,0.0092,0.9443,0.90141,0.93924,0.86682,0.39888,0.4121,0.01508,7.74911e-05,7.74911e-05,7.74911e-05
47,6767.44,0.38911,0.41075,0.00923,0.91915,0.91772,0.93046,0.86181,0.38096,0.41251,0.01435,6.85717e-05,6.85717e-05,6.85717e-05
48,6917.13,0.3925,0.41769,0.00914,0.93538,0.88788,0.9339,0.87013,0.37697,0.43427,0.0141,6.01564e-05,6.01564e-05,6.01564e-05
49,7066.97,0.38024,0.39688,0.00892,0.92842,0.89096,0.93891,0.87068,0.36895,0.43866,0.01387,5.22683e-05,5.22683e-05,5.22683e-05
50,7215.51,0.38023,0.3908,0.00892,0.9233,0.886,0.92734,0.86036,0.3769,0.41969,0.01417,4.4929e-05,4.4929e-05,4.4929e-05
51,7358.31,0.21023,0.14493,0.00728,0.92606,0.89582,0.92279,0.85435,0.37568,0.45828,0.01405,3.81587e-05,3.81587e-05,3.81587e-05
52,7497.75,0.19127,0.10908,0.00659,0.94361,0.88626,0.92428,0.85378,0.39398,0.48242,0.01504,3.19759e-05,3.19759e-05,3.19759e-05
53,7637.06,0.1893,0.10622,0.00644,0.94614,0.89643,0.92551,0.85547,0.38667,0.47509,0.0146,2.63975e-05,2.63975e-05,2.63975e-05
54,7773.4,0.18603,0.10486,0.00635,0.94711,0.88432,0.92287,0.85202,0.39444,0.48186,0.01485,2.14388e-05,2.14388e-05,2.14388e-05
55,7908.63,0.1823,0.09982,0.00629,0.92909,0.9027,0.92374,0.85647,0.38059,0.47461,0.01432,1.71135e-05,1.71135e-05,1.71135e-05
56,8046.71,0.1775,0.09796,0.00604,0.95247,0.8848,0.9258,0.85378,0.3716,0.48305,0.01406,1.34334e-05,1.34334e-05,1.34334e-05
57,8183.28,0.17789,0.09798,0.00604,0.9308,0.89602,0.92164,0.85424,0.37999,0.47795,0.01443,1.04085e-05,1.04085e-05,1.04085e-05
58,8318.34,0.17505,0.09135,0.00589,0.941,0.88955,0.92514,0.85384,0.38027,0.48176,0.01445,8.04714e-06,8.04714e-06,8.04714e-06
59,8455.3,0.17316,0.09697,0.00583,0.92473,0.88931,0.91582,0.8456,0.38881,0.49415,0.01486,6.35583e-06,6.35583e-06,6.35583e-06
60,8593.13,0.17115,0.09262,0.00571,0.93903,0.89223,0.92113,0.84828,0.37836,0.497,0.01435,5.33919e-06,5.33919e-06,5.33919e-06
